SampleID,Time,P_obs,T,pH
0,0.0,0.0,43.2186814566789,8.634322762830429
0,0.5263157894736842,0.46613627415058234,43.2186814566789,8.634322762830429
0,1.0526315789473684,0.8495123959432382,43.2186814566789,8.634322762830429
0,1.5789473684210527,1.2290151716431743,43.2186814566789,8.634322762830429
0,2.1052631578947367,1.5166328291329227,43.2186814566789,8.634322762830429
0,2.631578947368421,1.8695281070525465,43.2186814566789,8.634322762830429
0,3.1578947368421053,2.141959513226418,43.2186814566789,8.634322762830429
0,3.6842105263157894,2.4227607315514597,43.2186814566789,8.634322762830429
0,4.2105263157894735,2.611833389513791,43.2186814566789,8.634322762830429
0,4.7368421052631575,2.8408770521873454,43.2186814566789,8.634322762830429
0,5.263157894736842,3.0183167233793404,43.2186814566789,8.634322762830429
0,5.789473684210526,3.2291167133164422,43.2186814566789,8.634322762830429
0,6.315789473684211,3.334389291433706,43.2186814566789,8.634322762830429
0,6.842105263157895,3.5185195489225056,43.2186814566789,8.634322762830429
0,7.368421052631579,3.6136332519371175,43.2186814566789,8.634322762830429
0,7.894736842105263,3.7521751498137266,43.2186814566789,8.634322762830429
0,8.421052631578947,3.8910685660657403,43.2186814566789,8.634322762830429
0,8.947368421052632,3.9710304497714035,43.2186814566789,8.634322762830429
0,9.473684210526315,4.069826894983806,43.2186814566789,8.634322762830429
0,10.0,4.171361436897454,43.2186814566789,8.634322762830429
1,0.0,0.0,33.16635319256157,7.798828535242999
1,0.5263157894736842,1.47022361169358,33.16635319256157,7.798828535242999
1,1.0526315789473684,2.52270934529797,33.16635319256157,7.798828535242999
1,1.5789473684210527,3.2460874487042934,33.16635319256157,7.798828535242999
1,2.1052631578947367,3.7814476094236267,33.16635319256157,7.798828535242999
1,2.631578947368421,4.108083395325684,33.16635319256157,7.798828535242999
1,3.1578947368421053,4.374821676110079,33.16635319256157,7.798828535242999
1,3.6842105263157894,4.5316740993761035,33.16635319256157,7.798828535242999
1,4.2105263157894735,4.680731468452369,33.16635319256157,7.798828535242999
1,4.7368421052631575,4.795431905168172,33.16635319256157,7.798828535242999
1,5.263157894736842,4.839152990629886,33.16635319256157,7.798828535242999
1,5.789473684210526,4.915797093571085,33.16635319256157,7.798828535242999
1,6.315789473684211,4.95388323952764,33.16635319256157,7.798828535242999
1,6.842105263157895,4.949763285281375,33.16635319256157,7.798828535242999
1,7.368421052631579,5.003784425836854,33.16635319256157,7.798828535242999
1,7.894736842105263,4.959262797911626,33.16635319256157,7.798828535242999
1,8.421052631578947,4.994128473637678,33.16635319256157,7.798828535242999
1,8.947368421052632,5.027062163849392,33.16635319256157,7.798828535242999
1,9.473684210526315,4.990044451983916,33.16635319256157,7.798828535242999
1,10.0,4.9951514034369024,33.16635319256157,7.798828535242999
2,0.0,0.00625899692179627,45.757937597341474,6.063479845838078
2,0.5263157894736842,0.9930856458889499,45.757937597341474,6.063479845838078
2,1.0526315789473684,1.735895290718249,45.757937597341474,6.063479845838078
2,1.5789473684210527,2.356858608646665,45.757937597341474,6.063479845838078
2,2.1052631578947367,2.858777870621873,45.757937597341474,6.063479845838078
2,2.631578947368421,3.2922398610476034,45.757937597341474,6.063479845838078
2,3.1578947368421053,3.5975323472419434,45.757937597341474,6.063479845838078
2,3.6842105263157894,3.85772828426456,45.757937597341474,6.063479845838078
2,4.2105263157894735,4.057730975532913,45.757937597341474,6.063479845838078
2,4.7368421052631575,4.234349942828933,45.757937597341474,6.063479845838078
2,5.263157894736842,4.380354457448106,45.757937597341474,6.063479845838078
2,5.789473684210526,4.5342645266293164,45.757937597341474,6.063479845838078
2,6.315789473684211,4.63135993710311,45.757937597341474,6.063479845838078
2,6.842105263157895,4.652084377534547,45.757937597341474,6.063479845838078
2,7.368421052631579,4.769417902794955,45.757937597341474,6.063479845838078
2,7.894736842105263,4.791935783842125,45.757937597341474,6.063479845838078
2,8.421052631578947,4.857111250609809,45.757937597341474,6.063479845838078
2,8.947368421052632,4.810805940326182,45.757937597341474,6.063479845838078
2,9.473684210526315,4.899728924929266,45.757937597341474,6.063479845838078
2,10.0,4.903197639734662,45.757937597341474,6.063479845838078
3,0.0,0.023780651139744785,40.92104087178092,8.876705509390895
3,0.5263157894736842,0.32812746473733184,40.92104087178092,8.876705509390895
3,1.0526315789473684,0.5793449931651306,40.92104087178092,8.876705509390895
3,1.5789473684210527,0.8921726087588557,40.92104087178092,8.876705509390895
3,2.1052631578947367,1.1325253370504196,40.92104087178092,8.876705509390895
3,2.631578947368421,1.3836093930790652,40.92104087178092,8.876705509390895
3,3.1578947368421053,1.6204504265575403,40.92104087178092,8.876705509390895
3,3.6842105263157894,1.8253363909756553,40.92104087178092,8.876705509390895
3,4.2105263157894735,2.0492167668199883,40.92104087178092,8.876705509390895
3,4.7368421052631575,2.200791567720236,40.92104087178092,8.876705509390895
3,5.263157894736842,2.3809493791115934,40.92104087178092,8.876705509390895
3,5.789473684210526,2.5527086837312236,40.92104087178092,8.876705509390895
3,6.315789473684211,2.7341155510293667,40.92104087178092,8.876705509390895
3,6.842105263157895,2.8700783995727335,40.92104087178092,8.876705509390895
3,7.368421052631579,2.9974352793350154,40.92104087178092,8.876705509390895
3,7.894736842105263,3.0802000195701247,40.92104087178092,8.876705509390895
3,8.421052631578947,3.259173535561344,40.92104087178092,8.876705509390895
3,8.947368421052632,3.342970361532792,40.92104087178092,8.876705509390895
3,9.473684210526315,3.466194279290031,40.92104087178092,8.876705509390895
3,10.0,3.5548731710748607,40.92104087178092,8.876705509390895
4,0.0,0.0,22.825320436629486,8.115003615863179
4,0.5263157894736842,1.4768879634488827,22.825320436629486,8.115003615863179
4,1.0526315789473684,2.49071463893525,22.825320436629486,8.115003615863179
4,1.5789473684210527,3.2586224105508874,22.825320436629486,8.115003615863179
4,2.1052631578947367,3.761995345966839,22.825320436629486,8.115003615863179
4,2.631578947368421,4.1628047933097925,22.825320436629486,8.115003615863179
4,3.1578947368421053,4.404383810230815,22.825320436629486,8.115003615863179
4,3.6842105263157894,4.570645138254303,22.825320436629486,8.115003615863179
4,4.2105263157894735,4.650126435992889,22.825320436629486,8.115003615863179
4,4.7368421052631575,4.789105352378222,22.825320436629486,8.115003615863179
4,5.263157894736842,4.827185157874943,22.825320436629486,8.115003615863179
4,5.789473684210526,4.913814424250551,22.825320436629486,8.115003615863179
4,6.315789473684211,4.924074632311102,22.825320436629486,8.115003615863179
4,6.842105263157895,4.9387867031168975,22.825320436629486,8.115003615863179
4,7.368421052631579,4.962253420967655,22.825320436629486,8.115003615863179
4,7.894736842105263,5.001013968054807,22.825320436629486,8.115003615863179
4,8.421052631578947,4.972393054026601,22.825320436629486,8.115003615863179
4,8.947368421052632,4.957016605005963,22.825320436629486,8.115003615863179
4,9.473684210526315,4.968263055699012,22.825320436629486,8.115003615863179
4,10.0,4.983974151741097,22.825320436629486,8.115003615863179
5,0.0,0.003924275130447329,49.26867054910268,7.867560756635982
5,0.5263157894736842,0.9362756725322215,49.26867054910268,7.867560756635982
5,1.0526315789473684,1.6648408150198963,49.26867054910268,7.867560756635982
5,1.5789473684210527,2.2490087074511966,49.26867054910268,7.867560756635982
5,2.1052631578947367,2.80668611137848,49.26867054910268,7.867560756635982
5,2.631578947368421,3.182786062012835,49.26867054910268,7.867560756635982
5,3.1578947368421053,3.541637623518235,49.26867054910268,7.867560756635982
5,3.6842105263157894,3.7596314493452168,49.26867054910268,7.867560756635982
5,4.2105263157894735,3.9833203417265985,49.26867054910268,7.867560756635982
5,4.7368421052631575,4.196866443534886,49.26867054910268,7.867560756635982
5,5.263157894736842,4.347262414795281,49.26867054910268,7.867560756635982
5,5.789473684210526,4.48847245330908,49.26867054910268,7.867560756635982
5,6.315789473684211,4.5803819527623375,49.26867054910268,7.867560756635982
5,6.842105263157895,4.639947285157826,49.26867054910268,7.867560756635982
5,7.368421052631579,4.694024546235633,49.26867054910268,7.867560756635982
5,7.894736842105263,4.770938624612112,49.26867054910268,7.867560756635982
5,8.421052631578947,4.8268490740660175,49.26867054910268,7.867560756635982
5,8.947368421052632,4.848197519239997,49.26867054910268,7.867560756635982
5,9.473684210526315,4.9009331789033705,49.26867054910268,7.867560756635982
5,10.0,4.8880435916040215,49.26867054910268,7.867560756635982
6,0.0,0.0,42.83419105971059,6.797446008575155
6,0.5263157894736842,1.493595820579052,42.83419105971059,6.797446008575155
6,1.0526315789473684,2.491942500422377,42.83419105971059,6.797446008575155
6,1.5789473684210527,3.239219521447737,42.83419105971059,6.797446008575155
6,2.1052631578947367,3.778350827640896,42.83419105971059,6.797446008575155
6,2.631578947368421,4.131719844727309,42.83419105971059,6.797446008575155
6,3.1578947368421053,4.402772398640846,42.83419105971059,6.797446008575155
6,3.6842105263157894,4.568157605387058,42.83419105971059,6.797446008575155
6,4.2105263157894735,4.717250916138059,42.83419105971059,6.797446008575155
6,4.7368421052631575,4.773620157548442,42.83419105971059,6.797446008575155
6,5.263157894736842,4.840852532774771,42.83419105971059,6.797446008575155
6,5.789473684210526,4.909022011338231,42.83419105971059,6.797446008575155
6,6.315789473684211,4.907949650005301,42.83419105971059,6.797446008575155
6,6.842105263157895,4.9314132806534134,42.83419105971059,6.797446008575155
6,7.368421052631579,4.966704725017821,42.83419105971059,6.797446008575155
6,7.894736842105263,4.9597409283756875,42.83419105971059,6.797446008575155
6,8.421052631578947,4.963788670412787,42.83419105971059,6.797446008575155
6,8.947368421052632,4.969259003813334,42.83419105971059,6.797446008575155
6,9.473684210526315,4.984495199049219,42.83419105971059,6.797446008575155
6,10.0,4.971298188862,42.83419105971059,6.797446008575155
7,0.0,0.0034601606893411396,43.58192915830861,6.088966247380636
7,0.5263157894736842,1.0366068370763846,43.58192915830861,6.088966247380636
7,1.0526315789473684,1.8556196130720484,43.58192915830861,6.088966247380636
7,1.5789473684210527,2.5030745468189375,43.58192915830861,6.088966247380636
7,2.1052631578947367,3.001384391605121,43.58192915830861,6.088966247380636
7,2.631578947368421,3.416119962558941,43.58192915830861,6.088966247380636
7,3.1578947368421053,3.736679872734379,43.58192915830861,6.088966247380636
7,3.6842105263157894,4.004733670639949,43.58192915830861,6.088966247380636
7,4.2105263157894735,4.18106806157826,43.58192915830861,6.088966247380636
7,4.7368421052631575,4.378719216551743,43.58192915830861,6.088966247380636
7,5.263157894736842,4.517908485347978,43.58192915830861,6.088966247380636
7,5.789473684210526,4.6355237568245045,43.58192915830861,6.088966247380636
7,6.315789473684211,4.692990726227242,43.58192915830861,6.088966247380636
7,6.842105263157895,4.7957554405772616,43.58192915830861,6.088966247380636
